CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS,,,
U01119MN1988PTC002893,INTERNATIONAL BUSINESS & TRAVELS DEVELOPMENT CORPORATION PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,14-03-88,Manipur,10000000,3000,1119,"Agriculture, hunting and related service activities","IMPHAL IMPHAL MANIPUR , Unclassified MN 000000",RoC-Shillong,NA,NA,NA,,,
U01119MN1994PTC004074,NEZONE AGRICULTURAL PRODUCE COMPANY PVTLTD,Strike Off,Private,Company limited by Shares,Non-govt company,03-02-94,Manipur,20000,20,1119,"Agriculture, hunting and related service activities","THANGMEI BAND IMPHAL , Unclassified MN 795001",RoC-Shillong,NA,NA,NA,,,
U01119MN1997PLC004940,NORTH EASTERN GROWERS AND PLANTATIONS LIMITED,Strike Off,Public,Company limited by Shares,Non-govt company,07-01-97,Manipur,500000,450000,1119,"Agriculture, hunting and related service activities","SAGOLBAND TERA KEITHALSAPAM LEIRAK IMPHAL , Unclassified MN 000000",RoC-Shillong,NA,NA,NA,,,
U01119MN1999PTC005939,KAYI ORGANIC PRODUCTS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,12-11-99,Manipur,2500000,100000,1119,"Agriculture, hunting and related service activities","PUNANAMEI, MAO SENAPATI MAO , Unclassified MN 795150",RoC-Shillong,barmancs@gmail.com,NA,NA,,,
U01119MN2016PTC013474,KHUNAI APUNBA BEE-KEEPING AND HONEYPROCESSING PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-05-16,Manipur,2000000,790000,1119,"Agriculture, hunting and related service activities","URIPOK POLEM LEIKAI IMPHAL WEST , West Imphal Unclassified MN 795001",RoC-Shillong,kachichandra113@gmail.com,31-03-19,31-03-19,,,
U01130MN2020PTC014033,MAIBIA AGROTECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,28-01-20,Manipur,100000,50000,1130,"Agriculture, hunting and related service activities","C/O OF MAIBAM PREMJIT SINGH KONGMAN MANGJIL, NEAR ORIENTAL CLUB GROUND IMPHAL EAST , East Imphal Unclassified MN 795008",RoC-Shillong,aitf2413@gmail.com,NA,NA,,,
U01131MN1994PLC004134,HILL CROPS AND COFFEE PLANTATION LTD,Strike Off,Public,Company limited by Shares,Non-govt company,12-05-94,Manipur,200000,80000,1131,"Agriculture, hunting and related service activities","BUNGPA KHUNOUUKHRUL , Unclassified MN 000000",RoC-Shillong,NA,NA,NA,,,
U01132MN1977PTC001712,CHANSO PRONGO TEA CO PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,29-06-77,Manipur,200000,100000,1132,"Agriculture, hunting and related service activities","IMPHAL IMPHAL MANIPUR , Unclassified MN 000000",RoC-Shillong,akansanju@gmail.com,NA,NA,,,
U01132MN1981SGC001872,MANIPUR PLANTATION CROPS CORPORATION LTD,Active,Private,Company limited by Shares,State Govt company,19-03-81,Manipur,20000000,20000000,1132,"Agriculture, hunting and related service activities","Department of Agriculture, SECRETARIAT IMPHAL , Unclassified MN 000000",RoC-Shillong,NA,NA,NA,,,
U01132MN1989PTC003280,JOY PLANTATION PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,11-05-89,Manipur,2000000,14400,1132,"Agriculture, hunting and related service activities","SANGEIBROW AIR PORT ROADIMPHAL MANIPUR , Unclassified MN 000000",RoC-Shillong,NA,NA,NA,,,
U01132MN1992PTC003697,JAJA TEA AND PLANTATIONS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,27-04-92,Manipur,10000000,3000,1132,"Agriculture, hunting and related service activities","C O S KIPGEN HOUSENEW LAMBU LANE IMPHAL MANIPUR , Unclassified MN 000000",RoC-Shillong,NA,NA,NA,,,
U01132MN1992PTC003717,NILAI TEA CO PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,09-06-92,Manipur,10000000,40000,1132,"Agriculture, hunting and related service activities","NILAI HOUSE NILAI POST BOXBABUPARA IMPHAL MANIPUR , Unclassified MN 000000",RoC-Shillong,NA,NA,NA,,,
U01132MN1993PTC003979,I K AGRO FORESTERS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,27-08-93,Manipur,20000,20,1132,"Agriculture, hunting and related service activities","KHOYATHONG KHOYATHONG TOWN IMPHAL , Unclassified MN 795001",RoC-Shillong,NA,NA,NA,,,
U01210MN2021PTC014259,NGANGKHALEIMA DAIRY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-03-21,Manipur,1000000,100000,1210,"Agriculture, hunting and related service activities","C/O. H CHITRALEKHA, GAME VILLAGE IED-II IMPHAL ELECTRICAL DIVISION-II(IED-2) LAM IMPHAL , West Imphal Unclassified MN 795004",RoC-Shillong,KUNJACMSPL@GMAIL.COM,NA,NA,,,
U01211MN2016PTC008461,FIDAM FARMERS PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-03-16,Manipur,1000000,461000,1211,"Agriculture, hunting and related service activities","C/o Laitonjam Renu Devi Keinou (B) Thongkha, P.O Nambol Nambol , Bishnupur Unclassified MN 795134",RoC-Shillong,bedhajit2@yahoo.co.in,31-03-18,31-03-18,,,
U01220MN2021PTC014269,LS FRD PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-03-21,Manipur,3100111,3100111,1220,"Agriculture, hunting and related service activities","C/o Oinam Indira Devi Thoubal Wangmataba Near WIGC Complex, Thoubal Sub Division Thoubal , Thoubal Unclassified MN 795138",RoC-Shillong,Indiraoinam22@gmail.com,NA,NA,,,
U01222MN1979PTC001788,BSS AGRO INDUSTRIES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,21-08-79,Manipur,100000,0,1222,"Agriculture, hunting and related service activities","thangmeiband Imphal Manipur , Unclassified MN 000000",RoC-Shillong,NA,NA,NA,,,
U01222MN1996PTC004888,HENI POULTRY AND FISHERIES PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,14-10-96,Manipur,500000,100000,1222,"Agriculture, hunting and related service activities","KALINAMAI MAO , Unclassified MN 795150",RoC-Shillong,NA,NA,NA,,,
U01300MN2005PTC008007,INTOUCH NATURALS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-12-05,Manipur,45000000,42756000,1300,"Agriculture, hunting and related service activities","KAYINU,DIST: SENAPATI, MANIPUR, MA0-795150. , Unclassified MN 000000",RoC-Shillong,lorho_intouch@yahoo.co.in,31-03-16,31-03-16,,,
U01400MN2014PTC008373,GRASSROOT SYNDICATE PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,10-02-14,Manipur,1000000,500000,1400,"Agriculture, hunting and related service activities","DIOCESAN SOCIAL SERVICE SOCIETY, 7ARCHBISHOPS HOME, MANTRIPUKHRI EAST IMPHAL , East Imphal Unclassified MN 795001",RoC-Shillong,awoyo.lungleng@gmail.com,31-03-20,31-03-20,,,
U01400MN2015PTC008410,KANGLEIPAK FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,02-02-15,Manipur,2500000,1801410,1400,"Agriculture, hunting and related service activities","C/O Smt H. CHANDRAKALA KWAKEITHEL, MOIRANG PUREL LEIKAI IMPHAL WEST , West Imphal Unclassified MN 795001",RoC-Shillong,fpobprmnp@gmail.com,31-03-19,31-03-19,,,
U01400MN2017PTC013600,APUNBA ORGANIC PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-11-17,Manipur,1000000,100000,1400,"Agriculture, hunting and related service activities","C/o. GREEN FOUNDATION KWAKEITHEL AWANG THIYAM LEIKAI IMPHAL WEST , West Imphal Unclassified MN 795001",RoC-Shillong,cs.rakesh2@gmail.com,31-03-20,31-03-20,,,
U01400MN2020PTC014201,SALAAICHAA KEITHEL PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,26-11-20,Manipur,1000000,500000,1400,"Agriculture, hunting and related service activities","C/O Mr. Laishram Rishikanta, Na Na Thoubal Kiyam Siphai THOUBAL , Thoubal Unclassified MN 795138",RoC-Shillong,eitcompliance2020@gmail.com,NA,NA,,,
U01403MN2013PTC008326,KANGLEI AGRO PARK PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,19-02-13,Manipur,50000000,100000,1403,"Agriculture, hunting and related service activities","KYAMGEI MAMANG LEIKAI P.O. CANCHIPUR, P.S. IRILBUNG IMPHAL , East Imphal Unclassified MN 795003",RoC-Shillong,thamarkaram@gmail.com,NA,NA,,,
U01403MN2013PTC008342,LANGEI PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-07-13,Manipur,1500000,1438500,1403,"Agriculture, hunting and related service activities","NAGAMAPAL LAMABAM LEIKAI P.O - LAMPHELPAT IMPHAL , West Imphal Unclassified MN 795004",RoC-Shillong,rks97cs@yahoo.co.in,31-03-20,31-03-20,,,
U01403MN2015PTC008423,SOCIAL ECOLOGY PLANTING AND ANIMALREARING DEVELOPMENT PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-04-15,Manipur,100000,100000,1403,"Agriculture, hunting and related service activities","HAMLEIKHONG, B-BLOCK, UKHRUL , Ukhrul Unclassified MN 795010",RoC-Shillong,kjames@neref.co.in,31-03-19,31-03-19,,,
U01409MN1981SGC001871,MANIPUR AGRO INDUSTRIES CORPN LTD,Active,Public,Company limited by Shares,State Govt company,19-03-81,Manipur,20000000,20000000,1409,"Agriculture, hunting and related service activities","MANTIPUKHRI IMPHAL , Unclassified MN 795001",RoC-Shillong,NA,NA,NA,,,
U01409MN1988PTC002892,IMPHAL AGRO INDUSTRIAL DEVELOPMENT CO PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,29-02-88,Manipur,1000000,17300,1409,"Agriculture, hunting and related service activities","IMPHAL , Unclassified MN",RoC-Shillong,NA,NA,NA,,,
U01409MN1994PTC004071,SENAPATI AGRICULTURE PRODUCE COMPANY PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,03-02-94,Manipur,20000,20,1409,"Agriculture, hunting and related service activities","MANTRIPUKHURI Imphal , Unclassified MN 000000",RoC-Shillong,NA,NA,NA,,,
U01409MN1994PTC004072,IN GROW PRODUCTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,03-02-94,Manipur,20000,20,1409,"Agriculture, hunting and related service activities","PAONA BAZAR IMPHAL , Unclassified MN 795001",RoC-Shillong,NA,NA,NA,,,
U01409MN1994PTC004073,BLUE BIRD AGRO FOREST PRODUCE PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,03-02-94,Manipur,20000,20,1409,"Agriculture, hunting and related service activities","THANGMEIBAND IMPHAL , Unclassified MN 795001",RoC-Shillong,NA,NA,NA,,,
U01409MN2000PLC006163,NORTH EASTERN HIGH TECH AGRICULTURAL DEVELOPMENT CO. LTD.,Strike Off,Public,Company limited by Shares,Non-govt company,15-05-00,Manipur,1000000,500000,1409,"Agriculture, hunting and related service activities","CHINGAMAKHA IROM LEIKAI,P.O. SINGJAMEI, DIST: IMPHAL WEST, , Unclassified MN 795008",RoC-Shillong,NA,NA,NA,,,
U01409MN2000PLC006183,MANIPUR AGROTECH AND TRADING COMPANY LTD,Strike Off,Public,Company limited by Shares,Non-govt company,29-05-00,Manipur,100000,35000,1409,"Agriculture, hunting and related service activities","TARETKHULLAMLONG P S LAMLAI MANIPUR , Unclassified MN 795010",RoC-Shillong,NA,NA,NA,,,
U01409MN2001PLC006528,MANIPUR MULTI FARMING AND TRADING COMPANY LIMITED,Strike Off,Public,Company limited by Shares,Non-govt company,24-05-01,Manipur,500000,500000,1409,"Agriculture, hunting and related service activities","MAGAMAPAL RIMS ROADP S LAMPHEL IMPHAL WEST , Unclassified MN 795004",RoC-Shillong,NA,NA,NA,,,
U01409MN2015PTC008411,IREIMA AGRO PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-02-15,Manipur,2500000,1701000,1409,"Agriculture, hunting and related service activities","C/O JUGINDRO SARANGTHEM SINGJAMEI CHINGAMAKHA, CHANAM PUKHARI MAPAL IMPHAL WEST , West Imphal Unclassified MN 795001",RoC-Shillong,ireimaagro@gmail.com,31-03-20,31-03-20,,,
U01409MN2015PTC008415,SALAI AGRI CONSORTIUM PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,13-03-15,Manipur,50000000,49980500,1409,"Agriculture, hunting and related service activities","SAGOLBAND, TERA LOUKRAKPAM LAIKAI IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,salaiagriconsortium@gmail.com,31-03-19,31-03-19,,,
U01409MN2016PTC008463,GREEN BIOTECH ECOSOLUTIONS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,08-03-16,Manipur,1500000,1400000,1409,"Agriculture, hunting and related service activities","LAINGAMKHUL LAMSANG, SPINNING MILL ROAD, IMPHAL , West Imphal Unclassified MN 795146",RoC-Shillong,greenbiotech14@gmail.com,31-03-20,31-03-20,,,
U01409MN2016PTC008468,HOUBEE CHING ORGANIC PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,21-03-16,Manipur,2000000,1518000,1409,"Agriculture, hunting and related service activities","C/O. OINAM JITEN SINGH, KWAKEITHEL SOIBAM LEIKAI IED-I IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,gfimphal@gmail.com,31-03-20,31-03-20,,,
U01409MN2016PTC008469,IRAMDAM UNITED FOOD PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,23-03-16,Manipur,1500000,500000,1409,"Agriculture, hunting and related service activities","KAKCHING WAIRI THOUBAL DISTRICT KAKCHING , Thoubal Unclassified MN 795103",RoC-Shillong,sanasamhemchand@gmail.com,31-03-18,31-03-18,,,
U01409MN2017PTC013544,PHOU-OIBEE ORGANIC PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,28-06-17,Manipur,1000000,150000,1409,"Agriculture, hunting and related service activities","C/O. GREEN FOUNDATION KWAKEITHEL AWANG THIYAM LEIKAI IMPHAL WEST , West Imphal Unclassified MN 795001",RoC-Shillong,phouoibee.organic@gmail.com,31-03-18,31-03-18,,,
U01409MN2018PTC013772,RINRUM ORGANIC PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-11-18,Manipur,1500000,100000,1409,"Agriculture, hunting and related service activities","C/O VASHUM TUIME LOLLY HAMLEIKHONG HUNDUNGPUNG UKHRUL , Ukhrul Unclassified MN 795142",RoC-Shillong,ougricpl@gmail.com,31-03-20,31-03-19,,,
U01409MN2019PTC013920,THOUNA INDUSTRIES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-08-19,Manipur,100000,100000,1409,"Agriculture, hunting and related service activities","HOUSE NO.45 MAYANG IMPHAL BAZAR IMPHAL , West Imphal Unclassified MN 795132",RoC-Shillong,thounaindustries@gmail.com,31-03-20,31-03-20,,,
U01409MN2020PTC014025,MEIHOU TRADING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-01-20,Manipur,1000000,100000,1409,"Agriculture, hunting and related service activities","51, THOUBAL BAZAR, PLOT NO. 140 NEAR MSCB THOUBAL P.O/P.S THOUBAL THOUBAL , Thoubal Unclassified MN 795138",RoC-Shillong,bmtaxation2019@gmail.com,NA,NA,,,
U01409MN2020PTC014031,HEERI KONBA HANDICRAFT PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,27-01-20,Manipur,100000,100000,1409,"Agriculture, hunting and related service activities","HOUSE NO.82 SAMUROU BAZAR P.O / P.S WANGOI,WANGOI BLOCK, IMPHAL WEST-II , West Imphal Unclassified MN 795009",RoC-Shillong,cs.arorachandan@gmail.com,NA,NA,,,
U01409MN2020PTC014149,LEIMAREL HANDICRAFTS PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,18-09-20,Manipur,1000000,100000,1409,"Agriculture, hunting and related service activities","C/O. THOUNAOJAM SHOROJINI DEVI 16, THOUNAOJAM FAMILY, WANGOO MAMANG SAB KAKCHING , Thoubal Unclassified MN 795103",RoC-Shillong,CSPUINACHANDRA@GMAIL.COM,NA,NA,,,
U01500MN2019PTC013838,AREINU FARMERS PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-03-19,Manipur,1000000,570000,1500,"Agriculture, hunting and related service activities","C/O MR. P. SANAJIT SINGH IED- I 17361 DL-16/1 KABO LEIKAI NONGPOK IMPHAL , East Imphal Unclassified MN 795010",RoC-Shillong,ougricpl@gmail.com,31-03-20,31-03-20,,,
U01820MN2018PTC013699,KHOLEO AGRO FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,26-06-18,Manipur,1000000,100000,1820,"Agriculture, hunting and related service activities","S. MOSES S/O MARIO SULE MAKHRELUI VILLAGE SENAPATI , Senapati Unclassified MN 795106",RoC-Shillong,savanaitk@yahoo.com,NA,NA,,,
U01820MN2019PTC013982,LCJA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-11-19,Manipur,1000000,800000,1820,"Agriculture, hunting and related service activities","25 SOIBAM LEIKAI POROMPAT , East Imphal Unclassified MN 795005",RoC-Shillong,sudhirthounaojam4@gmail.com,31-03-20,31-03-20,,,
U01820MN2020PTC014036,SINLUNG ORGANIC FARMERS PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,29-01-20,Manipur,1000000,300000,1820,"Agriculture, hunting and related service activities","PARBUNG VILLAGE NEAR VA OFFICE, DAWRKAWN CHURACHANDPUR , Churachandpur Unclassified MN 795128",RoC-Shillong,greatcregen1@rediffmail.com,31-03-20,31-03-20,,,
U02001MN1989PTC003201,N.E.ZONE AGRO INDUSTRIES & FINANCE DEVELOPMENT CENTRE PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,27-02-89,Manipur,1000000,250000,2001,"Forestry, logging and related service activities","NEW LAMBULANE ROADCHANSAD AVENUE IMPHAL MANIPUR , Unclassified MN 000000",RoC-Shillong,NA,NA,NA,,,
U05000MN2019PTC013813,HIHONBA FISHING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-02-19,Manipur,1000000,100000,5000,"Fishing, aquaculture and service activities incidental to fishing","THANGA CHINGKHA LEIKAI OINAM GULAMCHA HOUSE IMPHAL , Bishnupur Unclassified MN 795133",RoC-Shillong,GULAMJATOINAM48@GMAIL.COM,31-03-20,31-03-20,,,
U05000MN2020PTC014198,PALEM PANTHOU PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-11-20,Manipur,1000000,100000,5000,"Fishing, aquaculture and service activities incidental to fishing","C/o Ingo, House no-10, Ananda Singh Academy School Road, Old Checkon Bazar IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,PalemPanthou2020@gmail.com,NA,NA,,,
U05000MN2021PTC014249,NGAMI ENTERPRISE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-02-21,Manipur,1000000,100000,5000,"Fishing, aquaculture and service activities incidental to fishing","C/O MD.ABDUL HAQUE BENGOON SALAMAT BAZAR IMPHAL , West Imphal Unclassified MN 795132",RoC-Shillong,SALATWANG@GMAIL.COM,NA,NA,,,
U05004MN1993PLC004041,MANIPUR FISHERY DEVELOPMENT CORPORTION LTD,Strike Off,Public,Company limited by Shares,Non-govt company,13-12-93,Manipur,10000000,5000,5004,"Fishing, aquaculture and service activities incidental to fishing","MANIPUR SECRETARIAT IMPHAL , Unclassified MN 000000",RoC-Shillong,NA,NA,NA,,,
U05004MN2004PTC007376,NINGTHOUKHOMBA FISHERIES COMPANY PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,31-03-04,Manipur,500000,500000,5004,"Fishing, aquaculture and service activities incidental to fishing","TENTHAWANGJING THOUBAL , Unclassified MN 000000",RoC-Shillong,NA,NA,NA,,,
U05004MN2015PTC008447,KANGLEIPAK AQUACULTURE AND RESEARCHINSTITUTE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,12-11-15,Manipur,5000000,2000000,5004,"Fishing, aquaculture and service activities incidental to fishing","KEISHAMPAT JAILER LEIRAK IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,karikangleipak2015@gmail.com,31-03-20,31-03-20,,,
U10101MN1999PTC005932,M R ENTERPRENEURE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-11-99,Manipur,7500000,6825000,10101,Mining of coal and lignite; extraction of peat,"THANGAL BAZAR IMPHAL , Unclassified MN 795001",RoC-Shillong,mahendrapur_21@yahoo.co.in,31-03-15,31-03-15,,,
U11543MN2001PTC006408,GOOD HEALTH (INDIA) PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,01-02-01,Manipur,3000000,2705000,11543,"Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction, excluding surveying","THANGAL BAZAR IMPHAL , Unclassified MN 795001",RoC-Shillong,prasad_carajesh@yahoo.co.in,31-03-14,31-03-14,,,
U15100MN2017PTC013516,KANGLA ADVANCED FOOD TECHNOLOGY PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,27-02-17,Manipur,1000000,150000,15100,Manufacture of food products and beverages,"C/o Akhom Birendra Singh Nambol Chingmang Phoijing Makha Leikai Bishnupur , Bishnupur Unclassified MN 795134",RoC-Shillong,akhombirendra@gmail.com,31-03-18,31-03-18,,,
U15100MN2017PTC013601,HILL WILD PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-11-17,Manipur,1000000,1000000,15100,Manufacture of food products and beverages,"House No 472, Khuilungtang UKHRUL , Ukhrul Unclassified MN 795142",RoC-Shillong,hillwildukhrul@gmail.com,31-03-20,31-03-20,,,
